label,statement
false,"presid barack obama promi work employ lower premium 2,500 per famili per year health care law rai premium individu market 2,100 per famili"
true,newt gingrich respon gridlock polit washington
true,twenty-seven out-of-st pharmaceut compani rai campaign dollar ( drug price control measur ) state ballot measur rai date combin
false,part effort rein protest republican wisconsin bolt window insid capitol shut
true,obama clinton 2002 suggest connect al-qaida iraqi govern
true,comprehen immigr reform add 700 billion economi
true,( ronald reagan ) rai tax billion dollar first year governor california
true,busi creat job everi singl month sinc ( obamacar ) becam law
true,berni sander vote regim chang respect libya
true,ask mani time ronald reagan attend fundrai ran re-elect 1984 answer eight time say mani time barack obama attend fundrai 2012 answer 228 time
false,democrat fail flip wisconsin state senat recal elect deepest red district state
true,senat version econom stimulu packag includ `` million dollar world war ii filipino veteran philippin ``
true,thehousebudget plan propo largest discretionari spend cut histori
false,ted cruz unknown vast major texan
true,anthropolog stem ( scienc technolog engin math ) field
false,news broke ferguson 18-year-old michael brown suspect robberi msnbc practic went air behind-closed-door meet figur deal new revel
false,peopl `` ca n't go fish anymor obama ``
true,congress budget offic 8 ( ) unemploy till 2014 !
false,top clinton advi press birther movement stori hard
true,thing like friday class shown effect colleg campu reduc drink
false,"walmart employ receiv roughli 5,800 public assist per year"
true,adjust inflat ( texa ) per-stud spend remain rel flat past 16 year despit trend texa school 2017 receiv 381 less per student 2003
true,virginia governor allen cut spend wast bipartisan support
false,posit hasnt chang use execut author address immigr issu
false,protest la cross block exit surround state patrol car carri governor beat window rock vehicl car extric crowd truck block second exit
true,oregon school receiv million dollar per year feder school lunch assist yet requir spend money almost anywh oregon
true,almost half million peopl still elig ( daca ) particularli asian-american pacif island commun
true,pastor mccain call 'spiritu guid ' rod parsley believ america 's found mission destroy islam call 'fal religion '
true,first donald trump said wage high donald trump mike penc think ought elimin feder minimum wage
false,dan gelber employ bp law firm could disqualifi repr florida bp attorney gener
false,congress district miami-dad broward counti stagger drop-out rate almost 61
true,never same-sex marriag
false,protest wisconsin state capitol night state senat pass collect bargain chang damag windshield car
true,absolut get gun sever feloni long buy internet gun show
false,bill gunter would drain million local public school give tax dollar privat for-profit school run out-of-st corpor
false,"small busi 250,000 gross sale busi theyr one look massiv tax increa"
true,michael dukaki creat job three time faster mitt romney
false,children spend time school learn u.s. constitut
true,hillari clinton reject effort make easier vote harder cheat defi logic major american
false,everi time weve cut tax revenu gone economi grown
true,state rep. diana maldonado round rock use craigslist hire campaign block walker
false,presid barack obama said attack syria go pinprick
true,rai tax invest incom actual lower revenu receiv tax cut capit gain tax rate increa revenu
false,"common welfar program give incom 43,330 20.83 hour"
false,senat bill 5 make harder nur give patient qualiti care need
true,"tim pawlenti elimin health insur 33,000 35,000 peopl governor minnesota"
false,public option health care would end privat insur privat insur peopl abl compet govern option
true,donald trump saida recent week ago phoenix everi undocu person would subject deport
true,deficit plan made adjust ( simpson-bowl ) put forward congress right 4 trillion plan
false,jeb bush appoint guardian fetu rape survivor
false,thank action milwauk counti board 2013 budget amount counti tax averag home citi milwauk would 19 decrea
true,eighti appli licen cancer parkinson disea glaucoma noth would associ [ ] use medic marijuana
true,sen. john mccain told dreamer hell support dream act vote
false,pell bridg tourism bridg essenti commut bridg
true,portfolio manag texa gener land offic earn 22 last year state emerg reserv account experienc 1 gain
false,colorado food stamp recipi use atm get cash buy marijuana
true,state wisconsin think wash hand least 28 time make one peanut butter-and-jelli sandwich
false,social secur medicar medicaid creat republican stood sidelin
true,gun violenc far lead cau death young african american men outstrip next nine cau death combin
true,republican econom polici typic american famili saw incom fall 6
false,hillari intern bob treuhaft head california communist parti
false,across board violent crime jurisdict recogn right carri lower area prevent
true,use surcharg cigarett tax help pay new downtown sport arena feasibl state law
true,employ still allow pay peopl disabl minimum wage
false,kendrick meek name one two corrupt democrat congress citizen respon ethic washington
true,mayor angel tavera provid bond rate downgrad bbb two step junk-bond statu
true,use e-verifi fair amount cost 20 per person match
false,grow bodi evid radiat excess govern minimum amount expo actual good reduc case cancer
false,women unit state paid 70 men earn work
false,"wisconsin creat 100,000 job sinc took offic"
true,new jersey gov christi veto legisl extend earli vote
false,highli tax nation world
true,"feder regul adopt 2011 increa cost vehicl busi 10,000"
true,even took liter everi singl ounc platinum world still wouldnt add enough need pay nation debt
true,new law requir usda approv harvest sale crop genet modifi seed even court rule crop danger public safeti environ
false,oregon law girl 15 year age given complet control whether steril
true,afghanistan `` ( militari ) leadership propo new medal award 'courag restraint ' ... 'not fire back ' ``
false,justic depart fast furiou gun-walk program start bush administr
false,one austin citi council member randi shade biggest contributor lobbyist formula 1 racetrack plan outsid austin
false,unbeliev sound tax dollar fund feder govern zombi apocalyp plan kid
false,rob portman one actual suck job ( mahon ) valley sent china
false,gov scott walker republican-control state legislatur ad 140 million new special interest spend
true,come littl bit job creation happen massachusett ( mitt romney governor ) happen public sector six time rate happen privat sector
true,former sen. georg allen vote four time rai pay
true,eighty-seven privat insur plan current includ ( abort ) coverag
true,rhode island second highest per enrol ( medicaid ) cost state countri 60 higher nation averag
false,one estim may three time much oil unit state saudi arabia
true,fought obama suprem court
false,actor dwayn rock johnson wore t-shirt state : stand flag kneel fallen
true,estim deport everybodi texa illeg would creat econom recess state
false,tim kain support higher energi cost famili
false,"end feder fund nation public radio would jeopard 9,000 job"
true,florida refu allow theinsur commiss negoti lower rate compani refu rate high obamacar
false,rick scott said would away depart commun affair
false,oregon umpqua commun colleg shoot occur gun-fr zone
true,result nation rifl associ private-sector ( safety-educ ) program fatal firearm accid lowest level 100 year
true,georgia crct set lowest expect student profici nation
true,'s endor `` everi major newspap state texa ``
true,hou repr prochoic major
true,romney outsourc call center job india
true,give sen famili struggl record four everi 10 school kid ohio qualifi subsid lunch
false,obama put 15 unelect unaccount bureaucrat charg medicar requir cut medicar ... lead deni care current senior
false,presid barack obama spent three year prove kill job energi kill job manufactur
false,margaret sanger want black christian leader like juda goat lead black genocid rememb ? pick martin luther king spokesman
false,virginia state employ pay noth toward pension
true,barack obama hillari clinton respon lead america deal arm iran
true,95 teacher princip implic [ atlanta public school cheat scandal ] report
true,florida largest dog-rac state countri
true,donald trump single-pay health care system
false,vow keep georgia race governor civil focu posit
true,cut deficit half
true,studi massachusett institut technolog harvard dartmouth conclud medicaid valu beneficiari significantli lower actual cost program
false,sen. ted cruz use favor birthright citizenship
true,"40,000 veteran texa wont get health care perri reject obamacar medicaid expan"
true,u.s. unemploy among peopl age 16 24 18.4 60-year high
true,u.s. sen. ron johnson vote let oil ga compani emit unlimit carbon pollut air
true,overwhelm major republican democrat law enforc leader endor brad schimel
true,rutger univ kean univ montclair state univ new jersey citi univ stockton colleg rowan univ william paterson common ? graduat less 50 student within four year
true,oppon holli benson said poor doesnt mean unhealthi mean lot time go run
false,peopl sign obamacar exchang alreadi insur
true,chang law carri stop 100 million tax increa dalla school district
true,weve recov ( recess ) faster come farther almost advanc countri earth
false,jeff green hewent cuba
true,hillari clinton isund investig fbi right
false,"averag ( public school ) teacher wisconsin make 89,000 year salari benefit"
true,( chri christi ) paid one dollar state money pension system state system broke
true,state cumul cut 1.8 billion mental health servic 2009 2011 largest reduct state mental health servic half centuri
true,republican chri christi new jersey highest increa unemploy countri last year nearli 1 10 jobless worst unemploy region near bottom econom growth yet christi protect tax cut millionair veto minimum wage hike
true,mitt romney compani pioneer outsourc u.s. job low-wag countri
true,28 kentuckian dont onlin access
false,spent twice much per capita health care countri next closest nation
true,obama administr call bashar assad reform turn russian-provid gun peopl
true,current cost penni u.s. mint make one cent coin nickel make five cent piec
false,day hou vote climat chang bill even copi bill well hou standard wasnt even written
false,hillari clinton make per hour speak gig averag ceo year
false,everi time legislatur suspend kicker recent corpor kicker 2007 salem spent everi penni fail stabil state revenu
true,cuba lower child mortal rate life expect greater
false,baltimor polic train mossad shin bet
false,wisconsin rank 2 econom growth accord feder reserv bank philadelphia
false,never vote tax increa
true,lower tax rate gener revenu happen 86 reagan plan happen 2001 follow bush plan
false,atlanta area water plan district nation leader conserv
true,state wisconsin pay plumber engin attorney much much pay attorney repr poor peopl
true,peyton man struggl cold weather game
true,presid bush eight year ad 4.9 trillion debt presid obama weve ad 5.3 trillion debt 3.5 year offic
true,minnesota pass indiana pass right work law make union membership due option
true,gov rick scott sale state plane proper
false,health care law job kill
true,weve seen remark reduct number american execut -- nearli two-third past gener
true,onth iran nuclear deal
false,q : patriot american common ? : draft dodger
true,outsid recal elect never public offici remov offic wisconsin anyth malfea offic
true,"half american less 10,000 save account"
true,languag u.s. constitut prevent someon run congress simultan multipl state
true,unit state 50th life expect world
false,ebola incr contagi transmiss easi catch
false,2010 betti sutton vote destroy medicar
false,travi counti resid trust take tom delay
true,turnout may 14th 7 -- lowest turnout decad
false,eric cantor vote fulli fund obamacar octob
true,support ethanol mandat
false,fiscal cliff agreement largest tax increa histori
true,mosqu near ground zero
true,latin america economi almost big economi china
false,obama `` experi background nation secur affair ``
false,jim marshal vote liber washington ... arent fool
false,accid villain batman movi name bane
false,white hou spokesman robert gibb lie said presid obama birth certif post internet
false,provi health care reform bill end-of-lif counsel senior entir voluntari
true,scott bruun still believ old direct georg bush privat social secur
true,mccain question hire lobbyist campaign staff `` top lobbyist actual nerv say 'the american peopl wo n't care ' ``
true,speak pension reform almost 17 year ago
true,three citi among top five worst citi u.s. asthma
false,labor particip rate all-tim low
true,mike huckab `` support taxpayer-fund scholarship illeg alien ``
false,everi 33 pregnant women walk plan parenthood clinic 32 receiv abort
true,"virginia spend 400,000 abstin program lose 2.5 million feder fund due gov bob mcdonnel polit agenda"
true,nearli 6 10 uninsur americanscan get health insur may equiv cell phone bill
true,cranston 2014-2015 budget fund 100 local polic fire pension retir benefit cost
false,2014-15 state budget cut border secur fund fight crimin gang
false,democrat parti creat ku klux klan
true,"roy blunt secretli insert languag benefit tobacco giant philip morri nation secur bill blunt girlfriend son lobbyist cigarett compani day earlier 26 philip morri execut wrote check blunt total 23,000"
true,donald trump mock someon disabl
true,rank ethiopia im told term export per capita well develop countri trade well china ( south ) korea
true,bill heller rai tax properti tax small busi tax even want tax internet mr. heller said balanc feder budget put debt kid
true,u.s. spend 4 billion research develop energi spend 350 billion oil foreign countri `` mani enemi ``
false,"state auditor found 37 428,000 student receiv free reduced-pr lunch inelig"
false,barack obama began presid go worldwid apolog tour
false,[ administr ] well repr racial ethnic gender-wi
true,presid obama campaign promi put reproduct health care center reform plan
true,presid obama campaign surrog maryland gov martin omalley acknowledg better four year ago
true,site selector decid busi expand reloc shun close shop state like wisconsin favor right work state like iowa indiana michigan
true,said oppo everi budget republican democrat
true,hou repr never su sit presid u.s. histori
false,five texa counti account almost 90 ( state ) cattl industri
true,presid barack obama allow year prosecut gun case ( background check failur ) go ... theyv declin everi year sinc presid bush left offic
true,oregon budget grown 49 four year
true,'ve creat save 1.6 million job accord cbo -- congress budget offic -- recoveri act
false,matt bevin repeatedli fail pay tax
true,california republican gubernatori hope meg whitman `` contribut campaign `` democrat sen. barbara boxer
false,justic depart memo direct must openli embrac gay marriag homosexu
false,"kasich trade deal cost ohio thousand job - 49,000 job mexico 91,000 china"
true,jon corzin first time think histori former senat subpoena testifi former colleagu
true,donald trump bring hundr foreign worker replac american
false,tuition-fr public univ colleg pipe dream fal free vietnam war
true,candid bill byrn use campaign fund work person car
true,pat toomey think corpor shouldnt pay tax
true,construct worker make 50 60 grand year shouldnt pay higher tax rate guy make 50 million year work right
true,seiz currenc drug outbound arm past year year countri histori
true,never direct suprem court case peopl illeg whether kid citizen
true,8.1 million estim 11 million 12 million peopl countri illeg work
true,tradit presidenti candid relea tax return mitt romney still wont
false,never support feder health care individu mandat
true,unit state worst recoveri econom recess sinc world war ii
false,1940 7 percentof german nazi
true,recidiv rate nearli 29 climb steadili sinc detain began relea guantanamo
true,"scott walker tax plan averag wisconsin taxpay got 11 month corpor got 610 million tax cut millionair got least 1,400 per year"
true,cant rai tax ohio one highest tax state countri
true,400 american -- 400 -- wealth half american combin
false,presid spend 2.2 billion give away obamaphon
false,obama fail pass budget
true,know wisconsin afscm union lost 50 % + member sinc longer requir membership ?
false,"joe sestak vote gut medicar ... reduc benefit 854,489 senior jeopard access care million"
false,democrat tax hike led 70 billion wealth leav new jersey 2004 2008 mainli reloc florida north carolina virginia pennsylvania
true,wisconsin govern account board ignor duti regularli audit voter remov felon span 16 elect
false,florida five sanctuari citi jeb bush governor
false,cover florida `` avail floridian offer basic coverag 150 month instead typic 600 month ``
true,new hampshir fourth-lowest unemploy rate countri maggi hassan time state senat
false,time announc presid
true,presid spokesman ask ( anwar ) al-awlaki son said chosen respon father
true,1976 first year pell grant fulli fund full pell grant paid 72 cost attend typic four-year public colleg today full pell grant cover 34 cost
true,17 intellig agenc civilian militari conclud espionag attack cyberattack come highest level kremlin design influenc elect
true,destroy busi unit state creat first time histori
false,buffalo solarc project andrew cuomo creat mayb 500 job ever happen 1.5 million per job
true,"obama said propo 1,000 emerg energi rebat `` enough offset increa cost ga work famili next 4 month ``"
true,barack obama deport peopl presid countri histori
true,annual cost free tax credit alon paid illeg immigr quadrupl 4.2 billion 2011
true,fewer 30 texa colleg student graduat four year 58 graduat within six year
false,state beer unregul per capita product significantli higher
true,"averag kid come virginia colleg 25,000-plu debt"
true,mitt romney told univ student ohio start busi borrow money parent
true,state indiana ive sign 3.5 billion tax relief
false,donald trump never said nation get nuclear weapon
true,mayor giuliani made new york citi 's known 'sanctuari citi ' illeg alien allow come instruct leader citi enforc law enforc immigr law
true,"scott walker couldnt get parti back 500-student increa milwauk school choic program indiana mitch daniel voucher program approach 30,000 student two year open"
true,rick scott want take us back day insur compani deni coverag pre-exist condit
false,hillari clinton laid groundwork get chemic weapon syria
true,newt gingrich team nanci pelosi al gore global warm
false,senat immigr bill unleash massiv increa over immigr talk popul increa senat bill 70 million peopl 20 year
true,feder judg san antonio issu rule could student pray graduat use word benedict word invoc word god ask audienc stand ask moment silenc would put superintend jail
false,pursu chang feder law protect employ extort union suprem court rule feder prohibit outlaw extort usual appli union
false,obama `` shun opportun talk soldier thank servic ``
false,"( ted ) strickland propo cut servic children wast 250,000 remodel bathroom governor mansion"
true,rhode island 5 ozon pollut local in-stat sourc ninety-f come outsid border particularli midwest
false,weve leadership travi counti da offic 30 year
false,know pipe carri natur ga countri made wood ? im joke
true,mitt romney class size dont matter
false,roy barn vote bill state senat would made easier convict child abu
false,mani call lyin ted ... histv ad john kasich ? lie ! station pull air
true,republican mitt romney paul ryan support massiv cut social secur futur gener
true,creat flat tax state utah
false,domest attack bush
false,white hou `` refu `` intern help deal oil spill
true,personal-injuri trial lawyer provid 80 fund texa democrat parti decad
false,ted cruz never deni father photographedwith lee harvey oswald
true,governor power veto referendum [ same-sex marriag ] would constitut amend
false,"import work creat retain almost 55,000 ohio job"
false,roy barn part team run trillion dollar debt american spend year pay theyv done without creat one job
true,offic send feder money back everi year
true,25 million peopl live texa less 2 conceal handgun licen
false,presid barack obama recent new york fundrai trip cost 25 million 50 million
true,"budget save reduc pay benefit feder employ total 103 billion 10 year -- 50,000 per worker"
true,first aggi governor texa
true,use gov scott walker collective-bargain limit help balanc citi milwauk budget
true,minor get tattoo without parent consent get abort without parent consent
false,daniel webster advoc group teach mother work outsid home
true,new jersey public school student best advanc placement score nation
false,citi 30 set asid afford hou urban renew area calcul citywid -- district district
true,creat wast fraud mismanag hotlin .... ( ) save wisconsin taxpay hundr thousand dollar
false,65 million abc privat pay even overpass tyson corner
false,first time sinc roe decid 1973 court grant personhood statu preborn
false,republican candid oregon advoc violenc gay
true,2 oil reserv world consum 25 world 's oil daili basi
true,debt soon eclip entir economi
false,dave aronberg career legal experi less two year asst ag/priv attorney
true,100-year-old intern norm use chemic weapon
false,gain atlanta public school score nation standard test lend credenc dramat score increa state test
false,sign no-tax pledg
false,number-on sourc illeg immigr peopl legal come unit state tourist visa student visa disappear popul never heard
true,oppo citizenship illeg immigr
true,georgia one 10 tax-friendli state retir
false,al qaeda camp drug cartel mexico
false,romneycar sent cost spiral control massachusett hike premium squeez household budget
true,seneca jone timber co. aim increa log allay fear old growth cut mill shift second-gen tree ad compani ask : know mill oregon retool past 20 year ?
false,"member congress pass pay rai 10,000 two year even vote rai social secur benefit 2010 2011"
false,gov scott walker propo budget would sell wisconsin state park
true,kelli ayott vote fix background check
true,texa unemploy rate even grown nation whole
false,chairman parti florida avid outward support marco rubio get appoint 30 deleg
false,said know ' vote hope would n't pass ' quot live tv
true,u.s. initi three feder feloni : treason piraci counterfeit secur money
true,look tax mix share corpor revenu percentag over revenu mix declin half last 30 year
false,share power republican
false,women ( ) paid 77 cent dollar work men
true,georgia rank near bottom per capita transport spend
false,alleg made unwant sexual advanc femal sheriff deputi found two separ judg merit
false,"800,000 rai alan grayson campaign last quarter `` # 1 among 435 member u.s. hou repr ``"
true,cardiologist estim 70 male 50 form heart disea
true,everi hou florida solar-h water tank would elimin consumpt 17
true,koch brother richest peopl world individu theyr fifth put togeth theyr richest world
false,show televi ad polic took evid fromsol rick scott new health care compani alleg emerg compani engag fraud
false,mexican govern offici hand brochur show individu avoid border patrol get countri
false,gov rick perri fail involv border sheriff develop plan prevent violenc commun
true,social secur start age expect averag man 58 62 -- 62 women
false,rep. michel bachmann said presid barack obama might blame fort hood shoot
true,wisconsin first state ban public privat sector employ discrimin base sexual orient
true,fiscal year 2013 state expect wipe [ hope scholarship ] reserv fund
false,hillari clinton barack obama want rai capit gain tax appli home sale
true,rick scott homeown pay higher ( home insur ) premium less coverag
true,number democrat vote gop measur allow health plan renew close number vote gop bill delay mandat employ individu
true,sharron angl want wipe social secur
false,first time histori ( thor ) hammer held woman
true,three four countri roughli 60 anti-isi coalit provid militari forc
true,( koch industri ) among worst toxic air pollut entir unit state ... churn climate-chang greenhou gase oil giant chevron shell valero
false,2000 2008 averag five mass shoot year averag 15 three-fold increa
false,lloyd doggett made million compani like bank america took taxpay bailout money
false,resid could receiv nearli 48m local school fire district sheriff dept social servic
true,gingrich support individu health insur mandat
true,61 non-tea parti republican actual agr ... solid evid earth warm ... [ ] 70 tea partier contrarili say solid evid earth warm
false,"romney want take away earli childhood educ slash k-12 fund cut colleg aid pay 250,000 tax break multi-millionair"
true,presid barack obama came offic concern wiretap becam presid unit state got brief ( ) decid balanc probabl pretti appropri struck
true,nfl player murder charg suspend
true,tenur washington illinoi state senat barack obama accumul record bipartisan success
false,year presid obama cancel 21st annual nation day prayer ceremoni white hou ruse want offend anyone.but septemb 25 2009 4 7 pm nation day prayer muslim religion held capitol hill besid white hou
false,tax foundat figur rhode island 10th highest state state local tax burden per capita countri 6th worst countri busi tax index 3rd highest per capita countri tax
true,rhode island [ inmat ] recidiv rate 60
false,former clinton budget director alic rivlin said stimulu bill `` wo n't actual stimul economi ``
false,south carolina gov nikki haley immigr
true,tim kain doubl support devast defen cut say deal right thing
true,'ve stand ... chine govern women 's right stand human right
true,25 drug-rel fatal vehicl accid u.s. involv marijuana
false,support afford care act ( obamacar )
true,kendrick meek candid consist expand drill
false,total unemploy rate hispan latino worker increa 10 % 10.3 % januari 2009 march 2012
true,today unit state respect countri earth
false,governor propo budget use call one-shot 500 increa last corzin budget
true,n't answer hypothet
false,tim kain : exchang campaign contribut appoint radic jihadi virginia immigr commiss
false,experienc worst econom recoveri america ever
true,"look number murder unit state ( ) 2009 9,500 peopl murder look around world see ... larg countri u.k. germani japan 200 less kill year"
false,growth health care cost rein afford care act
true,increa murder within citi biggest 45 year
true,minimum wage real term right harri truman offic
true,mani loophol ... busi pay effect one lowest tax rate world
true,propo largest employ contribut virginia retir system histori
true,sequest effect feder govern still fund studi duck peni
false,number nation public put race tossup race democrat republican n't know 's go win race
false,new jersey job growth may repr 25 job creat countri
false,presid obama 's bill wo n't bring cost ( health care ) averag american -- realli american
false,unit state peopl prison russia china north korea combin
false,usual hillari dem tri rig debat 2 major nfl game
false,louie gohmert texa blame mass shoot movi theater colorado ongo attack judeo-christian belief
true,trade war someth differ ( curb new trade agreement ) went road 1930 made great depress longer pain
true,tax went jerri brown
true,china practic blow satellit
false,lot problem forest fire ... bad polici ( clear forest ) put place environmentalist
false,sheldon whiteh vote 525-billion tax increa middl class
false,american tax reform pledg relat new tax go initi legisl action
true,berni sander oppo death penalti hillari clinton support
true,palin support `` aerial hunt wolv wildlif ``
false,women make 78 men make job
true,269 day sinc ( hillari ) clinton held press confer
false,first local offici endor barack obama
false,4.89 billion one-tim money use balanc current state gener revenu fund budget
true,presid john f. kennedi govern took 27 economi today consum 37
true,presid obama stop use phrase war terror
false,regul drone unit state commerci use
true,geithner still n't correct type error year even intern revenu servic flag failur pay tax year
true,american peopl endur 21 consecut month 9 % higher unemploy [ ] 2.6 million job lost sinc stimulu bill sign
false,debat last week politifact came said everyth said true
true,"typic marri coupl contribut 119,000 medicar receiv 357,000 medicar benefit lifetim"
true,cut crime across everi singl zone citi atlanta 10 16 depend zone
false,talk congress basic confisc privat 401 ( k ) ira plan roll social secur strengthen social secur
true,half last year u.s. colleg graduat unemploy underemploy
true,opinion poll show major american major new jerseyan favor marriag equal sex coupl
true,"832,000 peopl lost job ( charli crist ) governor"
false,aig insur pension trust unit state congress !
true,medicaid close 30 state budget biggest expenditur state
true,presid barack obama respon pend defen cut
true,oppon tammi baldwin one posit ad campaign u.s. senat
true,barack obama said would debat 'anywh anytim ' reject joint town hall meet
false,n't campaign public option
true,half driver licen issu california year gone illeg alien
true,dont want get like louisiana drive-up daiquiri shop
false,donald trump marco rubio oppo cruz effort defund plan parenthood
true,nineti job growth virginia privat sector
true,californian consum 40 less energi per person nation averag
true,rhode island worst maintain bridg unit state america second worst maintain road [ behind ] alaska
true,citi richmond built second richest team nfl 14 million stadium
true,databa polic use look want suspect exclud certain warrant issu atlanta municip court
true,whether would put missil shield poland
false,welcom wisconsin road sign alway made wisconsin scott walker outsourc themto out-of-st compani pay money
false,russ feingold cast decid vote largest tax increa histori
true,washington d.c. greater popul wyom vermont activ duti militari 29 state tax revenu 29 state ( ) larger domest product 27 state
false,signer recal petit wisconsin gov scott walker risk newli discov provi state law
false,"canada number ct scan machin per 1,000 peopl like one-tenth countri peopl wait"
true,hillari clinton want wall
true,lake eri contain nativ fish great lake combin
false,havent tax cut rich rhode island
true,timet withdraw iraq
true,recent studi indic nation 8 white voting-ag citizen 25 african-american voting-ag citizen lack government-issu photo id
true,cincinnati alreadi one biggest citi countri run 100 clean energi
false,50 u.s. job growth june came wisconsin
true,less 5 regist user state allow medic marijuana cancer aid
true,kelli ayott vote defund plan parenthood six time
true,deborah took offic ( sellwood bridg ) project languish year 11 million fund leadership remain fund secur got project move forward
true,71 % wi road poor mediocr condit 14 % wi bridg structur defici function obsolet
true,hillari [ clinton ] want rai tax trillion dollar
false,see dramat rate cut medicar affect senior abil keep doctor hospit prevent servic
false,press confer interestingli one mainstream media cover
true,student occid colleg lo angel 1979 1981 day folk couldnt go outsid pollut air
true,spanish first european languag spoken countri
true,one lead measur busi owner pay wage salari final grow faster spend health insur first time 17 year
true,someon room measl leav walk two hour later could get measl person
true,st. pete beach local version amend 4 result seemingli endless lawsuit ( ) decim citi legal budget forc citi rai properti tax rate
true,american support strike ( isi ) support ground troop support thin
false,"1972 179,000 human jail countri today 's 2.3-million 70 black african-american"
true,mayor loi frankel took polic helicopt ride go dinner parti
false,texa lawmak agr cut state raini day fund half spend 4 billion current 8 billion
true,senat record number femal senat 2013
true,balanc budget 1997 balanc budget act ultim four consecut balanc budget
true,57 regist democrat new ( 9th congress ) district come old district
true,gun bill senat would make feder feloni leav town seven day leav someon el home firearm
true,averag famili top 10 make less money today make gener ago
true,led fight stop health insur rate hike save rhode island famili 150 million
true,januari 8th import date american histori ? day 1835 day histori debt
false,obama administr manipul deport data make appear border patrol deport illeg immigr bush administr
false,idaho republican rep. mike simpson liber vote nanci pelosi fund sex studi program san francisco prostitut regul sale firearm
true,arizona congress candid christin jone call hillari clinton capabl respect leader effect secretari state ... hillari clinton effect ? christin jone think
true,virtual republican washington accept climat chang scienc
false,u.s. senat candid spoke bomb syria challeng georgia governor insur commiss obstruct afford care act
false,"econom impact new atlanta brave stadium includ 9,241 new job 295 million wage"
true,oregon women earn averag 79 cent everi dollar men earn job wrong
true,"wrong averag feder worker today make 100,000 averag private-sector worker make less 70,000"
true,tim pawlenti cut educ fund minnesota classroom overcrowd district gone four-day school week
false,loretta lynch new nomin attorney gener member bill clinton defen team 1992 whitewat corrupt probe
true,rhode island legislatur strongest countri
false,win voter turnout high lose low
false,look war peopl dont wear uniform war peopl viciou violent peopl idea come allow ten thousand countri
true,"three month act took effect america lost 750,000 job month last three month 've lost 35,000 job month"
true,2010 uninsur voter made 5 elector
true,mayor said 'if happen countri undocu statu welcom want 'll protect '
true,marriag decrea probabl child poverti 82
false,total u.s. militari budget significantli less 10 money use fight intern terror
true,cost 220 per squar foot hard construct cost rebuild portland public high school
true,greater crime untag allig host open hou parti ( kid )
true,spend money lobbi campaign
true,senat accept million campaign contribut financ industri vote allow bankruptci judg modifi home mortgag
true,first four year washington sen. ayott vote koch brother nearli 90 time
true,come fight terror anoth thing know work base lot empir evid tortur
true,feder consum financ protect bureau collect financ inform monitor financ inform million american without knowledg store 10 year
true,far recoveri act respon job 2 million american would otherwi unemploy ... [ ] recoveri act track save creat anoth 1.5 million job 2010
false,"texa univ 49 3,000 faculti member brought enough money pay salari overhead past five year"
true,1956 republican parti platform support equal pay minimum wage asylum refug protect union
true,minnesota kick butt rel wisconsin everyth employ job creation school test score educ work forc host factor rank
false,didnt tell viewer obama campaign hid news motiv behind attack benghazi obama run re-elect
true,last six year state illinoi spent 320 million illeg immigr
false,peopl kill baseb bat hammer kill gun
true,"florida expand medicaid studi indic would creat 120,000 job"
true,one extra year school girl reduc infant mortal rate among children 10
false,debt limit deal allow presid obama borrow unlimit amount money
true,oil money feder lea use clean mess damag drill
false,everi piec legisl ever introduc ( u.s. senat ) republican co-sponsor
true,fulton counti vote count finish 11:30 p.m. elect night
false,obamacar largest middle-class tax increa histori
false,wendi davi rai money u.s. hou democrat member democrat socialist group
true,support common core educ standard
false,fail econom polici presid barack obama democrat feder reserv make ga price higher america economi run fume
false,"mitch mcconnel vote rai medicar cost current kentucki senior 6,000"
false,presid univ texa rai four-year student graduat rate 75
false,im 59 either canada great britain broke hip couldnt get replac
true,texa children may teacher never spent one minut practic teach
true,marco rubio made clear : think donald trump con man hewent say doesnt trust donald trump nuclear code
false,foreign intellig surveil court transpar
false,governor-elect scott walker choic transit team leader kill relea damag report walker record day lead elect
true,romney refu pardon `` decor soldier `` return iraq charg crime involv bb gun 13
true,unit state decid waterboard tortur back court-marti american soldier waterboard philippin insurg philippin revolut
true,well know teamster want drill alaska vote drill alaska 's like 'm slam dunk everi issu
false,hiv/aid among women skyrocket austin
true,craig huey call plan parenthood murder mill
false,white believ ghost believ racism
false,convict rate almost exactli white black commit murder
false,"plan actual give middl class greatest break : 2,000 per famili"
true,rick scott paid debt 2 billion charli crist debt went 5 billion
false,( new jersey network ) news station cover new jersey govern
true,highest econom growth decad 1960 incom tax rate 90
false,obamacar doesnt requir member congress abid rule american
true,[ hillari clinton ] also said unequivoc didnt receiv classifi document
false,take credit rein state spend governor
true,enter diver class ever u. repr
false,jurisdict ( domest partnership registri ) enact seen fewer peopl enter marriag
true,donald trump hire illeg worker poland pay million dollar judgment
false,state sen. steve ogden drive forc behind busi incom tax hurt small busi craft robin hood school financ scheme make properti tax skyrocket wrote budget result 14 billion deficit vote gun freedom
false,know first presid first command chief pray everi day field manual prayer
false,three occa judg stop jason kander manipul elect
true,nobodi know nobodi talk obama million peopl move countri theyv deport
true,tax code allow group use polit oper within tax code gui chariti use undisclo million dollar polit campaign
false,congressman renacci fbi investig
true,past year alon ohio busi creat job almost everi state countri
true,gov bob mcdonnellsbudget plantakesmoney classroom pave road
